지역,병원명,주소,위도,경도
경남,건강한내과와튼튼한소아과의원,"116-2 Goseong-dong 2(i)-ga, Buk-gu",35.8808232,128.5812518
경남,21세기연합소아과의원,"122 Hwarang-ro, Suseong District",35.87349409999999,128.6400784
경남,김미봉소아과의원,"Jinju-si, 범골로60번길 16 아름파크빌딩 3층",35.1698029,128.1325203
경남,삼성소아과의원,경남 창원시 성산구 반림동 21,35.2359571,128.6718722
경남,아이맘소아청소년과의원,"138-1 Jeongpyeong-dong, Gyeongsan-si",35.8344704,128.7294336
경남,예담소아청소년과의원,"Dalseo District, Wolseong-dong, 1825번지 3층",35.8354629,128.5264584
경남,행복한소아청소년과의원,"Dalseong-gun, Dasa-eup, 세천리",35.8733142,128.4773142
경남,최도희소아과의원,"803-179 Buk-ri, Nongong-eup, Dalseong-gun",35.7292277,128.4439912
경남,오즈소아청소년과의원,500 산격2동 Buk-gu,35.9000993,128.6123595
경남,Sinseongyeong Pediatrics,"226-5 Gangnam-dong, Jinju-si",35.1813698,128.0895116
경남,봄소아청소년과의원,"Jinju-si, Sadeul-ro, 56 KR 노블프라자 206호",35.1726416,128.1490453
경남,키즈웰소아청소년과,"149-5 Yangdeok-dong, Masanhoewon-gu, Changwon-si",35.2236233,128.5858951
경남,SKY pediatric children hospital,15 842 Dong-gu,35.8681813,128.6174448
경남,아이사랑소아과의원,"26-6 Samgye-ri, Naeseo-eup, Masanhoewon-gu, Changwon-si",35.2322045,128.5034992
경남,장준혁소아과의원,"416-9 Yongjam-ri, Dong-eup, Uichang-gu, Changwon-si",35.2773691,128.684481
제주,해맑은소아과의원,Cheju,33.4886252,126.4753428
제주,우리들소아과의원,"370-12 Seogwi-dong, Seogwipo-si",33.2478491,126.5638956
제주,양승철소아과,"427-14 Seogwi-dong, Seogwipo-si",33.2473769,126.5617569
제주,홍만기소아청소년과의원,"84-3 Donam-dong, Jeju-si",33.4953752,126.5276434
제주,강윤종소아과의원,Cheju,33.4866533,126.480148
제주,아이세상소아과의원,"850 Hwabuk 2(i)-dong, Jeju-si",33.5147594,126.575277
제주,아이맘소아청소년과,"Seogwipo-si, 특별자치도, Sinseogwi-ro 97beon-gil, 51 KR 아이맘소아청소년과 3층",33.2539564,126.5068791
제주,해랑소아청소년과의원,"Seogwipo-si, 특별자치도, Seogwi-dong, 번지 2층 284-5",33.2523625,126.5621855
제주,정소아청소년과의원,"Jeju-si, 아라 2동 3012-12",33.492175,126.542637
제주,심창은소아청소년과의원,"Jeju-si, 특별자치도 Hwasambuk-ro, 139 지번 :삼양이동 2332-6 3층",33.5172355,126.5880259
제주,아이세상소아청소년과의원,"Jeju-si, 특별자치도, Hwabuk 1(il)-dong, 1015-3 KR",33.5147134,126.5752739
제주,위소아청소년과,Cheju,33.4889372,126.4756642
제주,푸른소아청소년과의원,Seogwipo,33.2478491,126.5617013
제주,홍소아청소년과,"2175 Ara 1(il)-dong, Jeju-si",33.4745167,126.5436636
제주,튼튼소아과,1457-1 연동 Jeju-si,33.4810985,126.4900916
제주,소리나소아청소년과의원,Cheju,33.4883056,126.5395461
제주,민소아과,Cheju,33.4927646,126.535976
제주,이상훈소아과의원,2577-4 노형동 Jeju-si,33.4901806,126.4742318
제주,문앤송소아청소년과의원,Cheju,33.4995968,126.5201162
제주,주소아청소년과의원,"2층, 8 Nohyeong 8-gil, KR, 특별자치도, Jeju-si",33.4840231,126.4778767
